timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1678711498537,1613,Org_api_Retrieve,200,OK,org_API 1-76,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1613,0,87
1678711503537,554,Org_api_Retrieve,200,OK,org_API 1-77,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,554,0,268
1678711508536,4176,Org_api_Retrieve,200,OK,org_API 1-78,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,4176,0,892
1678711513536,1803,Org_api_Retrieve,200,OK,org_API 1-79,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1803,0,282
1678711518536,947,Org_api_Retrieve,200,OK,org_API 1-80,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,947,0,476
1678711523537,708,Org_api_Retrieve,200,OK,org_API 1-81,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,708,0,426
1678711528536,2148,Org_api_Retrieve,200,OK,org_API 1-82,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2148,0,512
1678711533535,397,Org_api_Retrieve,200,OK,org_API 1-83,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,397,0,84
1678711538535,1794,Org_api_Retrieve,200,OK,org_API 1-84,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1794,0,288
1678711543536,1217,Org_api_Retrieve,200,OK,org_API 1-85,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1217,0,188
1678711548535,513,Org_api_Retrieve,200,OK,org_API 1-86,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,513,0,98
1678711553538,1488,Org_api_Retrieve,200,OK,org_API 1-87,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1488,0,279
1678711558535,2057,Org_api_Retrieve,200,OK,org_API 1-88,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2057,0,73
1678711563537,814,Org_api_Retrieve,200,OK,org_API 1-89,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,814,0,277
1678711568536,1258,Org_api_Retrieve,200,OK,org_API 1-90,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1258,0,145
1678711573536,3464,Org_api_Retrieve,200,OK,org_API 1-91,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3464,0,271
1678711578535,742,Org_api_Retrieve,200,OK,org_API 1-92,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,742,0,389
1678711583535,1052,Org_api_Retrieve,200,OK,org_API 1-93,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1052,0,267
1678711588536,3395,Org_api_Retrieve,200,OK,org_API 1-94,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3394,0,479
1678711593536,3461,Org_api_Retrieve,200,OK,org_API 1-95,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3461,0,284
1678711598536,521,Org_api_Retrieve,200,OK,org_API 1-96,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,521,0,138
1678711603535,2290,Org_api_Retrieve,200,OK,org_API 1-97,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2290,0,141
1678711608538,1536,Org_api_Retrieve,200,OK,org_API 1-98,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1536,0,310
1678711613536,1756,Org_api_Retrieve,200,OK,org_API 1-99,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1755,0,512
1678711618536,1597,Org_api_Retrieve,200,OK,org_API 1-100,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1597,0,303
1678711623535,2623,Org_api_Retrieve,200,OK,org_API 1-101,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2623,0,369
1678711628547,1174,Org_api_Retrieve,200,OK,org_API 1-102,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1174,0,140
1678711633536,1292,Org_api_Retrieve,200,OK,org_API 1-103,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1292,0,326
1678711638536,1363,Org_api_Retrieve,200,OK,org_API 1-104,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1363,0,78
1678711643545,488,Org_api_Retrieve,200,OK,org_API 1-105,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,488,0,94
1678711648569,1680,Org_api_Retrieve,200,OK,org_API 1-106,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1680,0,601
1678711653537,1172,Org_api_Retrieve,200,OK,org_API 1-107,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1172,0,263
1678711658536,596,Org_api_Retrieve,200,OK,org_API 1-108,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,596,0,206
1678711663536,1322,Org_api_Retrieve,200,OK,org_API 1-109,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1322,0,119
1678711668536,1431,Org_api_Retrieve,200,OK,org_API 1-110,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1431,0,292
1678711673545,1283,Org_api_Retrieve,200,OK,org_API 1-111,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1283,0,179
1678711678535,1332,Org_api_Retrieve,200,OK,org_API 1-112,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1332,0,194
1678711683536,411,Org_api_Retrieve,200,OK,org_API 1-113,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,410,0,139
1678711688559,380,Org_api_Retrieve,200,OK,org_API 1-114,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,380,0,104
